mol solvent,mol solute,target Gsolv kcal
O=CN1CCOCC1,FC(F)(F)C(Cl)C(F)(F)C,-3.96281609
S=C=S,OS(O)(=O)=O,-6.19109505
CNC=O,COCCc1ccccn1,-7.94724898
CCCOCC(O)C,CCOC(C(O)C)=O,-5.96286622
COCCOCCOC,FCOC(F)(F)F,-2.71085802
CCCCCC(C)=O,IC#N,-5.40621113
BrCCBr,CCOC(=O)NC,-6.82226076
OCCS,CC(C)C(F)(F)Cl,-2.8160001
CC(Br)Br,[NH3+]CCCC([O-])=O,-7.97673076
OCCC,CNC(=S)N(C)C,-10.15445129
OCCOCCOCC,CC(C)CC(C)CC(CC(C)C)=O,-7.67507816
CC(C)C,OCCOCc1ccccc1,-7.7019812
OCCCC,FCCC(CF)OC,-4.68119461
NC(C)C,CCC(=O)NC,-9.26140013
CCCCCCCCCCCCCC,CCOC(CC#N)=O,-5.24971907
CCCCCCCCC,CC(C)CCC(C)=NO,-5.70610826
CCCC,ClC(CC(O)=O)C=C,-5.51180714
N#CCCCCC#N,CC1SCCS1,-6.80055029
COCCOCCO,CC=C(C)Br,-4.05779558
OCCC,O=N(=O)c1cc(ccc1)NC(N)=S,-16.83571626
CCCCN(CCCC)C=O,OCC=C,-5.24953429
N#CCCCCC#N,OC(C)(C)CCCC(=C)C=C,-7.97163172
CO,CCCCC#CCCC,-4.6580897
CCCl,CCCCCCC=CC(OC)=O,-8.84637933
OCCCCC,CCCC#CC(O)=O,-9.34098874
OCCCCC,CC(C)I,-4.33043494
CC(Br)Br,C=CCOC(=O)c1occc1,-8.77079234
CC(C)C(C)C(C)C,COP(F)(CC)=O,-4.42101129
CC(C)OC(C)C,ClCC(Cl)=C,-4.55244165
BrC(Br)Br,OCC([NH3+])C([O-])=O,-8.19123018
OCCOCCOCC,CCC(O)(C)C#C,-6.2760933
CC(C)CC(C)C,OCCOCc1ccccc1,-7.43841051
COCCOC,C=CC(OCCCCCCOC(=O)C=C)=O,-11.5045818
OCCCCCCCCC,CCCC(C)(CC)CC,-4.7683208
NC(C)C,CC(S)C(C)=O,-6.10334839
CN(C)C(C)=O,FCCC(CF)OC,-5.29660427
CCCCOC(=O)c1ccccc1C(OCCCC)=O,CCC=CCC=O,-5.28740821
OCCCl,COC(F)(F)C(F)Br,-4.19590118
O=CN1CCOCC1,ClCCCCC#N,-8.72058395
CCOP(OCC)(OCC)=O,CCOC(CCC(C)=O)=O,-7.91408923
CC(C)=O,OCCNCCCC,-7.40766257
CC=O,CCOC(CCCCCOC(C)=O)=O,-10.5661418
COC(C)(C)C,FC(F)(S)Br,-4.68314984
ClCC(C)C,FC(F)(F)C(C)C=O,-4.08467144
ClC(Cl)=C(Cl)Cl,CCNC(=O)NN,-7.19258795
OC(C)C,CCOC(=O)NC,-7.01227976
ClC(Cl)=O,OS(Cl)(=O)=O,-7.44142687
CC(C)CCC(C)(C)C,SC(S)=S,-4.9373815
OCC(O)CC,CC(C)(C)N(=O)=O,-4.89285807
OCCCCCCCC,CCC(O)(C)C#C,-5.90880124
CCCC(C)C,CCC(=O)c1sccn1,-6.92536136
CCC(C)CC,CCCC(C)C(C)CC,-5.67543995
BrCCBr,CC(C)C(O)=O,-5.28137301
ClB(Cl)Cl,CC(C)CN=C=O,-4.95574716
CCCCCCCCCCCCCC,ClCCCCC#N,-5.51054837
CCCN(=O)=O,CSCC(C)=O,-6.40543255
ClC(Cl)(Cl)Cl,ClCCC(F)(F)F,-3.20485523
OCCCCCCC,CC(C)C(F)(Cl)C(F)(F)F,-3.42367209
O=S=O,CCCOC(=O)C=C,-6.04104
CC(C)C(C)C(C)C,FC(F)C(F)(F)OC(F)C(F)(F)F,-2.13398082
CC(C)CC(C)=O,CCOC(=O)NC,-6.6324823
CC(C)CC(C)C,CCCCC(F)C(F)(F)C(F)(F)F,-4.33393324
ClC(Cl)Cl,CCC(CC)N(C(C)C)C(C)C,-7.12119191
CCNC=O,CCC(Cl)N(=O)=O,-5.96372989
CC(C)OC(C)C,FCOC(F)(C(F)F)C(F)(F)F,-3.44595051
CC(Cl)Cl,CC(C)OC(F)(C)C,-5.17790447
N#CCCOCCC#N,COC(N)N,-5.89758518
CCCCCCCCCC,CCCCCCC=CC(OC)=O,-7.51049443
OCCCCCO,CCCCCC(C)C=O,-5.50657905
CCC(O)CC,CC(CC(OCC=C)=O)=O,-7.65260957
NCC,BrC=N,-5.51113085
CC(C)CCC(C)(C)C,CCOC(CCC(C)=O)=O,-6.07696947
COC(C)(C)C,OC(C)C(C)=O,-5.40752722
CCCCCCC=C,CC=C=O,-2.18659882
S=C=S,FC(F)(F)C(C)C=O,-3.53008875
CCCCC(C)=O,CCC(C)ON=O,-3.96158615
ClB(Cl)Cl,ClC(CC(O)=O)C=C,-6.2147803
CNC=O,FCC(OC)C(F)F,-4.6153687
CC(C)CCC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCC(OC)=O,-17.23925533
O=CN1CCOCC1,COCC(C)=O,-5.48519451
CCCCCCCCCC,CC(C)(C)C(Cl)=O,-4.089302
OCCC#N,CNC(=O)NC(C)=O,-10.71708675
CCC(O)CC,CCC(C)C(C)=O,-5.08321703
CCC(C)CC,CC(=C)C(C)=C,-3.60492419
COCCOCCOCCOC,CC(CC(OCC=C)=O)=O,-8.487634
CCCCl,OCCNCCCC,-6.95025426
N#CCCCC#N,ClCC(Cl)=C,-4.41530036
S=C=S,CC(C)CC=O,-4.56043203
CCOP(OCC)(OCC)=O,COC(O)=C,-7.46594385
CCN(=O)=O,CN(C)C(Cl)=S,-8.28844993
CCN(=O)=O,CCOP(OCC)(Oc1ccc(cc1)N(=O)=O)=S,-14.35238165
CI,CSC(C)C,-4.97837112
CCN(CC)C(C)=O,CCCCCCCCCCCCCCCCCCCCCC(OC)=O,-15.4900135
OCCCO,CC(CC(OCC=C)=O)=O,-7.47925716
OCCCCCCC,FC(F)OC(Cl)Cl,-3.81192804
ICI,CCCC#CC(O)=O,-7.38978716
NCCCC,CC(C)(C)OC(CC)=O,-5.42583704
COCCOC,OCC=C,-5.19502838
OCCCCCC,CC(Cl)C(O)=O,-8.2951981
OCCCCO,FC(F)(Cl)C=C,-2.2257636
COC(OC)=O,COC(OC)C=C(C)CCC=C(C)C,-8.30356734
C=CC=C,COC(OC)C=C(C)CCC=C(C)C,-9.33597912
CC#N,CNC(=O)NC(C)=O,-10.39498695
CCCCCCCCCCCCCCCC,CNC(NC)=NC#N,-7.1049539
CCN(CC)CC,CNCC(C)(C)CF,-4.90588786
ClCCl,SC(S)=S,-6.41735291
N#CCCCC#N,BrCC(C)=O,-6.3170718
CCCCC,ClCCC(F)(F)F,-3.14359919
ClC(Cl)=C(Cl)Cl,FC(C)=O,-2.18328278
COCCO,CCCCC(=O)N(C)C,-8.00559233
OCC(C)C,CC(=C)C(C)=C,-3.32982582
CCCCCl,OOC=O,-3.6757749
COC(OC)=O,CC=C=O,-2.47414878
OCCCC,CCOC(CCC(C)=O)=O,-7.5845787
CCCCC(CC)=O,OCCOCc1ccccc1,-8.86674916
ICI,CCCC(C)(CC)CC,-4.88781157
CN(=O)=O,CCCC(=O)C=C,-5.6589705
CCCBr,SCCc1cnccn1,-9.02299423
COCCOCCOCCO,OS(Cl)(=O)=O,-12.80329915
OCCOCC,CC(C)=CC(O)=O,-8.2627541
OC(C)(C)C,CCN1CCCC1=O,-7.94336612
CCCCCCCCCCCCCC,FC(C)OC(F)(F)C(F)(F)F,-2.00710052
CC(Cl)Cl,CC(=O)N1CCOCC1,-9.68098487
OCCC,CC(C)(C)C(C)=CC,-4.17469287
OC(C)(C)C,CCCC(C(CC)Sc1ccoc1C)=O,-9.7627965
CCNCC,CC(CCC=C(C)CCC=C(C)C)=O,-10.04055669
NCCC,CC(CCC=C(C)C)C=O,-6.62369431
SC,CNC(NC)=NC#N,-14.82565333
S=C=S,CC=C=O,-2.53721173
CC=O,N#CCc(ccc1)cc1Cl,-10.52130898
COC,CSSC(C)(C)C=O,-8.21023542
COCCOCCOCCOCCOC,OC(C)(C)CCCC(=C)C=C,-8.47265059
CCC(C)=C,COCC(C)=O,-4.55146538
CCCN(=O)=O,CCNCCN(C)C,-5.34508256
CN(C)C(C)=O,OCCOC(C)=O,-8.82503297
CCCCCCCCC,CC(C)OC(CC(C)=O)=O,-5.79825246
CC#N,FC(F)(N)Cl,-6.34058422
CN1CCCC1,CCCCC(F)C(F)(F)C(F)(F)F,-5.0800943
NCCCN,CCC(O)C(C)=C,-7.55247095
OCCOCC,CC(C)OC(Cl)=O,-4.95834721
ClC(Cl)Cl,FC(F)C(F)OC(F)(F)Cl,-3.41019376
CCC(O)CC,FC(C)OC(F)(F)C(F)(F)F,-2.55578631
Cc1cccc(C)c1C,CSSC(C)(C)C=O,-7.41543346
CCCl,BrC=N,-4.14036411
OCCOCCOCCOCCO,FCC(O)CF,-5.92335059
CCCCCCCCCCCCCCC,FCCC(CF)OC,-3.5622386
N#CCCOCCC#N,ClCCCCC#N,-8.27572063
CCC(O)CC,CCN1CCCC1=O,-8.01250349
C#N,CC(C)COC(=O)Cc1ccccc1,-10.90826423
CS(C)=O,CNCN(C)C,-3.85593873
CC(C)=O,CC(C)CCC(F)(F)F,-3.64640532
CCC(O)CC,ON=O,-5.45230211
OCCCCCCCCC,CCOC(CCC(C)=O)=O,-7.07873709
ClC(=C)C=C,CC(C)CCC(F)(F)F,-4.20001584
CCBr,CCC(=O)c1sccn1,-8.60913997
CNC=O,CCCCCC(OC)=O,-5.39099484
CCCCCCCCCCCCCCCC,CC(C)CC(C)CC(CC(C)C)=O,-7.67823419
ClC(Cl)Cl,NCC(F)N,-5.08312726
OC(C)C,CC(C)CC(Cl)=O,-4.84969709
CS(C)=O,CCN1CCCC1=O,-7.28000896
CCCCCCCC=C,COCCOC,-3.81448106
Cc1cccc(C)c1C,CC(C)OC(=O)C=C,-5.06377552
CCCCl,CNC(=O)NC(C)=O,-9.02774625
CC(Cl)Cl,FCCC(C)Cl,-4.91227574
ClC(Cl)C(O)=O,COP(OC)(Oc1ccc(cc1)N(=O)=O)=S,-14.30565744
NC(C)C,ClC=C(C)Cl,-4.73706722
CCCl,CCCC(=O)C=C,-5.90775111
ICI,ClCC(Cl)(Cl)Cl,-5.46596485
ClC(Cl)=C(Cl)Cl,CSSCC=C,-5.58895091
CCCCC=C,OCCOC(C)=O,-5.6361629
CCCCCCCCCCCCCCC,CC(C)CC(OC)=O,-4.20490994
CCCCCl,CC(CCC=C(C)C)C=O,-7.06650564
ClB(Cl)Cl,CC(C)C(F)(F)Cl,-3.72206115
OCCOCC,ClNC(=O)N,-9.84959785
CCCN(=O)=O,CCCCC(=O)N(C)C,-8.00506287
O=S=O,FC(F)C(F)=N,-3.35955863
CC(C)(C)Cl,CCC(=O)NC,-6.74355088
CCN(=O)=O,CC(C)CC(C)CC(CC(C)C)=O,-8.00209429
CN1CCCC1,CC(C)(C)C(Cl)=O,-5.20084489
CN1CCCC1,CC(Br)=N,-4.95297993
CC#N,ClCCC(F)(F)F,-4.17005755
COCCOCCOC,CCC=CCC=O,-5.67565537
OCCCCCCCCC,OCC=C,-4.69761978
CCCl,CCCOC(=O)C=C,-5.84855267
COCCOC,OCCCC(OCC)=O,-9.32358952
OCCC(C)C,FCOC(F)C,-2.9836497
O=CN,CC(C)CC=O,-3.86877398
CC(C)OC(C)C,CCN(CC)C(=S)N(C)C,-8.82374032
CCC#N,FC(F)Br,-3.16122287
CCCC(C)CC,CC(C)CC(OC)=O,-4.54053512
CCOC(CCC)=O,CCOC(CC(F)(F)F)C(F)(F)F,-4.56965475
CCCl,OCC(C)OC(C)(C)C,-6.86163147
CC(C)CC(C)C,CC(CC(OCC=C)=O)=O,-6.2752363
O=CN1CCOCC1,OOC=O,-6.55674759
CNC=O,CCCC(C)(CC)CC,-3.27232793
CC(C)C(C)C(C)C,CCCCCCCCCCCCCCCCCCCCCC(OC)=O,-17.35048249
O=S=O,CC=C(C)Br,-4.78980106
OCCOCC,FC(F)C(F)(F)OC(F)C(F)(F)F,-3.25593019
NCCCN,ClC(Cl)(Cl)C=O,-5.04072399
OCCOCC,CCC(CC)C=O,-5.01215242
CCC(C)C,CSC(C)C,-4.2085167
ClCCl,OCCOCc1ccccc1,-9.77869954
OCCCCCO,CC(C)(C)N(=O)=O,-4.594781
CCN(CC)C(C)=O,CSSCC=C,-6.08471442
CCCBr,CC(C)CN=C=O,-4.97182434
CCCN(=O)=O,CNCN(C)C,-4.35137063
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCCC#CC(O)=O,-8.1577107
CCCCl,[NH3+]CCCC([O-])=O,-7.50289311
CCCC(C)C,CCN(CC)C(=S)N(C)C,-7.06158517
CCCCCl,NN1CCOCC1,-6.62564551
OCCCCCCCC,NCC(F)N,-5.97581354
OCCCCCCCC,CO[PH](OC)=O,-6.90915528
CCN(=O)=O,COC(CN)C(F)(F)F,-5.32221467
ClC(=C)C=C,CSC(F)Cl,-4.72261733
CCCCCC,OS(O)(=O)=O,-5.29993091
CC#N,CCCC(OC)C(F)(F)F,-4.20262395
OCCO,CCCC(OCC(COC(CCC)=O)OC(CCC)=O)=O,-10.02530328
CC(C)(C)Cl,OC(C)(C)CCCC(=C)C=C,-8.33537262
CCN(=O)=O,IC#N,-5.64260713
N#CCCCC#N,ClCCCCC#N,-8.46386675
CCC(C)Cl,CC(Br)=N,-4.50579572
NC(C)C,FCCC(CF)OC,-4.99287274
ClC(=C)C=C,COC(CN)C(F)(F)F,-5.05816937
N#CCCCC#N,CCC(=O)c1sccn1,-7.68122658
CCCCOCCCC,FCC(=O)N,-4.58483519
O=CN,IC#N,-5.07974975
CC(C)(C)Cl,CCNC(N)=S,-10.21126113
COCCOCCOCCO,CCCCCCCCCC=CC=O,-8.84983607
CI,FC(F)OC(Cl)Cl,-4.33691736
CC(C)=C,CCCCC(F)C(F)(F)C(F)(F)F,-4.99723545
CCCN(=O)=O,CCN(CC)CC(F)(F)F,-4.60371168
CCCCCCCC=C,CCNC(=O)NN,-6.52169958
CCC(C)=C,CC(C)(C)C(Cl)=O,-4.81774789
CC(C)OC(C)C,O=N(=O)c1cc(ccc1)NC(N)=S,-15.03384289
CCCCCC,OCC(C)OC(C)(C)C,-5.51212713
CCCC,CC(C)C(O)=O,-3.87065099
OCC,CNCN(C)C,-5.49033087
N#CCCOCCC#N,CC(C)(C)C(Cl)=O,-4.08877673
OCCS,CC(Br)=N,-4.73303172
CNC=O,OCCOC(C)=O,-8.69443561
COCCOC,CCC(=O)NC,-7.55016271
C=CC=C,OC(CNCCC#N)=O,-10.88706571
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,NC(C)(C)CC(C)=O,-5.89662396
COCOC,N#CCc(ccc1)cc1Cl,-10.13044703
ClCC(C)C,OCC(C)OC(C)(C)C,-6.50177406
OC(C)=O,ClCCC(F)(F)F,-3.39010765
CCCCCCCC=C,CC(C)C(=O)C(O)=O,-5.06437649
CCCCC,CCNC(=O)NN,-5.7783447
CCCCC=C,FC(F)(F)C(Cl)C(F)(F)C,-3.6399413
CCCCOCCCC,CCCCC1(CC)CCC(OC1)=O,-9.9429395
CCCC=O,CC(C)CCC(F)(F)F,-4.03888934
CCCCCCCCCCCCCCC,FCCl,-1.45073755
OCC(C)C,CC(C)(C)CC(O)=O,-8.20187614
CCC(O)CC,CC(C)(C)CC(Cl)=O,-5.42684272
ICI,CN(C)c1ccc(N(C)C)cc1,-10.13069964
OCCC#N,CC=C(C)C,-1.61801146
CCC(C)(C)C,ClCC(O)C=C,-4.44499411
NCCCN,CCCCCCCCCCCCCCCCCCCCCC(OC)=O,-11.03464134
CCCC,FC(F)(Cl)C=C,-2.81416596
OCCSCCO,COCCc1ccccn1,-7.96062911
O=S=O,FCOC(F)(F)F,-2.27179068
CCOCC,CCOC(CC#N)=O,-7.02998149
CCCCCCCCCC,FC(F)(Cl)C=C,-2.4432287
OCCCl,OC(CC(CC(O)=O)=O)=O,-15.7133611
CC(C)C(C)C(C)C,BrCC(C)=O,-4.20111971
CCCCCCC,CC(C)CC(C)CC(CC(C)C)=O,-8.09227243
NCCCN(C)C,OC(CCN(=O)=O)=O,-12.13234324
ClB(Cl)Cl,CC(CCC=C(C)C)C=O,-6.99492885
CC1CCCC1,CNC(NC)=NC#N,-7.56549972
NCCCN,O=N(=O)c1cc(ccc1)NC(N)=S,-23.35924739
CCCCCCCCCCCCCCCC,FC(F)(C)C(F)(F)C(F)(F)Cl,-2.74186315
CCCCOCCCC,CC(C)I,-4.50780757
CCCOCC(O)C,FC(F)(F)N,-4.98102849
OCC(O)CC,FCOC(F)(C(F)F)C(F)(F)F,-3.06558872
CCCCCCCC=C,CCOP(OCC)(Oc1ccc(cc1)N(=O)=O)=S,-12.70686233
CCCCN(CCCC)C=O,CCCCON(=O)=O,-5.3309589
NCCCN,SC(S)=S,-8.53248027
CC=O,FC(C)OC(F)(F)C(F)(F)F,-2.99209307
BrCCBr,CCCCC(C)C(O)=O,-7.03745135
OCCC,CCOC(=O)NC(=O)N,-10.67202118
O=CN,FCCC(CF)OC,-4.41365707
ClC(Cl)=C(Cl)Cl,ClC(Cl)CC(F)(F)F,-3.9157161
COC(C)=O,ClC=CCl,-4.33441854
ClC(Cl)Cl,CCC(Cl)N(=O)=O,-6.34337445
C#N,CCCCC(C)C(O)=O,-9.23095192
O=CN1CCOCC1,CCOC(OCC)N(C)C,-4.85830113
CCCOCC(O)C,C1CCSCC1,-5.34704325
CCC#N,CCC(C)(C)OC(=O)N,-8.16618936
CO,FC(C)C(F)(O)C,-7.16368243
COC,ICC#N,-7.20769907
CN(=O)=O,OS(Cl)(=O)=O,-9.45616028
CCOCCOCCOCC,ClCC(O)C=C,-6.73651355
O=CN,FCOC(F)(F)F,-1.38023431
CC(Br)Br,OC(CCN(=O)=O)=O,-8.69230723
ClC(Cl)Cl,ClC(Cl)(Cl)C(O)=O,-6.65274817
CCC(C)CC,OC(=O)CN(=O)=O,-4.78358545
CCCCNCCCC,CC(C)OC(F)(C)C,-4.31001077
OCCS,CC(CCC1C(=O)NCC)CC1C(C)C,-11.96437526
NC(C)C,CCCCCC(C)C=O,-6.32101014
OCCC#N,CC=C(C)Br,-3.31956378
ClC(Cl)(Cl)Cl,FC(F)(F)N,-2.11411174
ClC(Cl)Cl,CCCCC(=O)N(C)C,-9.62642048
OCCCl,CCCC(CCC)=O,-6.08669428
CO,COC(OC)C=C(C)CCC=C(C)C,-8.16070756
CC=O,CCOC(CC(F)(F)F)C(F)(F)F,-4.53728725
NC(C)C,FC(F)(F)N,-7.14887413
CCCCCCCCCCCCCC,CC=C(C)C,-2.83209902
CC(C)(C)Cl,FCCC(F)(Cl)CF,-4.989957
N#CCCOCCC#N,CCCB(O)O,-7.80136818
CCOC(C)=O,ClS(=O)(=O)N=C=O,-5.82951589
CCCC(C)C,[NH3+]CCS([O-])(=O)=O,-3.86717163
OCCOCCN,FC(Cl)C(F)(F)Cl,-3.10106657
OCC,CCCOC(=O)C(C)=CC,-6.09258162
OCCS,O=N(=O)C(N(=O)=O)N(=O)=O,-6.83820171
CCCCCCCC=C,CC(Cl)(Cl)Cl,-4.0560892
CN(C)C=O,CSC(C)C,-4.3479313
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,ClCC(C)(Cl)C(F)(F)F,-4.37215316
C1CC=CCC1,ClC(CC(O)=O)C=C,-6.74173717
OCC,CCC(C)ON=O,-3.5256457
CCC(C)=O,ClC=CCl,-4.23312834
CI,CC(C)CC(OC)=O,-5.79620354
CCCCCl,ClCC(C)(Cl)C(F)(F)F,-4.86030746
OCCC,ClNC(=O)N,-9.62093185
COCCOCCOCCO,FCC(O)CF,-5.96779348
CC(C)=O,COC(CN)C(F)(F)F,-5.51970312
OCCCO,NC(C)(C)CC(C)=O,-8.01490844
CCC(C)Cl,CNC(=O)NC(C)=O,-8.85466244
CCCCCCCCC,OCC=C,-2.58727507
CC(C)CC(C)C,OC(C)(C)CCCC(=C)C=C,-7.19710416
OCCCCC,CN(C)C(C)C,-4.37114244
CC(C)OC(C)C,CC(C)=CC(O)=O,-7.80578001
OCCO,COC(F)(F)C(F)Br,-3.69974703
CCCCCN(CCCCC)CCCCC,CCOC(=O)NC,-4.68522505
COCCOCCOCCOC,C1CCSCC1,-5.31547894
CCC(C)=O,OCC(Cl)C=C,-6.85910219
CCN(=O)=O,CC=C(O)Cl,-5.82051774
OCCCCCCCC,SCCc1cnccn1,-8.42581882
N#CCCOCCC#N,FC(F)C(F)OC(F)(F)Cl,-3.01658505
OCCCCCO,OCCON(=O)=O,-7.57295938
OCCCCC,CCOC(CCCCCOC(C)=O)=O,-9.91707949
CCC(C)=O,CCCCC#CCCC,-5.42116215
CCCCl,ClSCl,-3.46628735
CC(Br)Br,FC(F)(F)C(Cl)=CCl,-3.55423336
CNC(C)=O,NCC#N,-7.33755223
CSC,ClCC(Cl)=C,-4.93428901
BrC(Br)Br,OCCOC(C)=O,-6.41432371
CC(C)C,FCCC(F)(Cl)CF,-4.05748108
CCC(C)=C,OOCCCC,-5.06622676
OCC(C)C,CCOC(CCC(C)=O)=O,-7.66838819
OCCOCCCC,CCCCCCC(C)=C(C)C#N,-8.83935384
CCCCCCCCC,CC(C)(C)N(=O)=O,-4.12577062
CN(=O)=O,ClCC(O)C,-5.77728059
CC(CC(C)=O)=O,CCCCCCOC(CCC)=O,-6.39047346
OC(C)=O,ClC(Cl)CC(F)(F)F,-4.15576292
NCCCC,CCCCCC(C)C=O,-6.39438366
BrCCBr,OCCOCc1ccccc1,-9.14014677
Cc1nc(C)ccc1,CC(OCC=CC)=O,-5.95844454
OCC,OC(=O)CC(=C)C(O)=O,-14.42164489
O=CN1CCOCC1,CCC(CC)C=O,-4.76069603
CC(Cl)Cl,OC(=O)CN(=O)=O,-7.90842145
OCCOCCCC,CC(C)C(=O)C(O)=O,-6.71733664
CCOC(C)=O,FCC(F)(O)Cl,-8.46959914
OCCC(O)C,IC#N,-4.95389916
CC(C)CC(C)=O,CO[PH](OC)=O,-7.11162949
CC(C)=O,CCC(C)ON=O,-3.8009771
O=S=O,COC(=O)C=C(C)C,-6.46480341
CCCCOC(C)=O,C=CCN(=O)=O,-5.63947767
NCCCC,COP(F)(CC)=O,-5.96892377
CCCCNCCCC,CCCCCCOC(CCC)=O,-7.69085415
CCCC#N,FCCl,-2.99577
CC(=C)C#C,FC(C)CC(F)C(F)C,-5.92062215
COCCOCCOC,ClC(CC(O)=O)C=C,-10.56190158
CCOP(OCC)(OCC)=O,CC(C)OC(=O)C=C,-5.03461705
CCCC,CC(C)C(F)(F)Cl,-3.52834185
COCCOCCOCCOCCOC,OCCCC(OCC)=O,-9.33066268
CC(C)C(C)C(C)C,CCOC(CC)=O,-4.13051083
OCCCCC,CC=C=O,-2.1996171
ClC(Cl)Cl,CCCCCCCCCC=CC=O,-11.95509398
CC(C)C(C)C(C)C,CCCCN(CCCC)CCCC,-7.78443616
OC(C)=O,CC(C)OC(CC(C)=O)=O,-8.37479448
ClC(Cl)(Cl)Cl,CCCCON(=O)=O,-5.4850135
OCCCl,COCBr,-4.70516211
CN(C)C(C)=O,ON=O,-7.06205102
OC(C)(C)C,FC(Cl)C(F)(F)Cl,-3.2894735
CCBr,CC(=C)C(C)=C,-3.85721856
CI,CCCB(O)O,-5.87554882
ClC(Cl)C(O)=O,CC(C)OC(F)(C)C,-6.82210054
CN(C)C=O,CCC(O)C(F)(F)C(F)(F)F,-7.19954468
CCCCCCCCCCCCCCC,ClCC(O)C=C,-4.01579256
CCCCCCCCCCCCCC,O=CCc(cc1)ccc1C,-6.78482848
OC1CCCCC1,OC(CC(CC(O)=O)=O)=O,-14.89030489
CCOP(OCC)(OCC)=O,CCCC(C)C(C)CC,-4.27072405
BrCCBr,CC(CCC=C(C)C)C=O,-7.48216025
N#CCCOCCC#N,CCNC(N)=S,-12.80008525
CCC#N,CCC(C)ON=O,-3.77869201
CNC(C)=O,CNC(=O)NC(C)=O,-10.66086758
OCCOCCOCCOCCO,CN(C)c1ccc(N(C)C)cc1,-8.66514448
CCC(C)C,CC(C)CCC(F)(F)F,-3.94419747
COCCOCCO,CC(C)C(Cl)Cl,-4.69766376
CCCCCC,FC(F)(Cl)C=C,-2.64879692
SC,CC(C)(C)C(Cl)=O,-5.49994887
OCCCCCCC,FC(Cl)C(F)(F)Cl,-3.13681242
CC(C)CC(C)C,CCC(C)(C)OC(=O)N,-5.57630468
ClC(Cl)(Cl)Cl,NC(N)=Nc(sc1)nc1CSCCC(N)=NS(=O)(=O)N,-22.17591807
OCC(O)CC,FCCC(C)Cl,-4.04826731
COC(C)=O,OP(O)(O)=O,-18.76449467
OCCOCCCC,CC=C(C)Br,-4.28205092
OCCS,FCOC(F)(C(F)F)C(F)(F)F,-2.96392223
CCCC(C)=O,CCC(Cl)N(=O)=O,-6.1306037
OCCC#N,CC(CCCCCCCC=C)=O,-7.51709812
CCOC(CCC)=O,CCCCC=CC(O)C,-7.34051281
ClCC(C)C,CSSC(C)(C)C=O,-7.71199887
NCCC,ON(C)C,-6.76960678
CCCCCCCCCCCCCCCC,ON(C)C,-2.45025755
CCC(C)=O,CCCCCOC=O,-5.88460541
BrC(Br)Br,FCCC(CF)OC,-5.04932553
CCC,CNC(=S)N(C)C,-6.51135422
O,CCCC(CCC)=O,-2.92710968
CCCCCCCC=C,COC(O)=C,-3.74106898
C=CC=C,BrC=N,-3.53608845
CC(C)=C,FC(F)(F)C(Cl)C(F)(F)C,-3.97233439
OCCC(C)C,NC(C)C=O,-6.11243573
OCCS,OC(CC(CC(O)=O)=O)=O,-15.80551407
OCCN,CCOC(=O)NC(=O)N,-11.97081537
CCCC(C)=O,FCCl,-2.89515729
OCCOCCOCC,COCCc1ccccn1,-8.01824632
OC1CCCCC1,CCCC(C)(CC)CC,-4.65429588
CI,CN(C)C=NC(=S)N(C)C,-12.85702185
O=S=O,CSC(F)Cl,-5.20268495
CCOP(OCC)(OCC)=O,FCC(F)(C(F)F)C(F)F,-3.96890754
CI,ClSCl,-3.60535567
COCOC,CN(C)C=NC(=S)N(C)C,-11.97614695
CC(Br)Br,NN1CCOCC1,-7.18894817
N#CCCOCCC#N,OCCON(=O)=O,-7.55184838
O,CCC(F)(F)Cl,0.51121446
CCCl,CC(=C)C(C)=C,-3.88059048
COCCOC,CCCCCCCCCCCCCCCCCCCCCCC(OCC)=O,-16.95752716
CCCCC=C,COC(OC)C=C(C)CCC=C(C)C,-8.64144547
ClCCl,CCC(Cl)N(=O)=O,-6.58526917
N#CCCCCC#N,CCC(CC)C=O,-4.74409946
COCCO,CCC(O)(C)C#C,-6.56380429
O=CN1CCOCC1,CSCC(OC)=O,-6.78245726
CCCC,CC(C)OC(=O)C=C(C)OP(OC)(=S)NCC,-11.30421979
NCCCC,CCC(C)(C)OC(=O)N,-9.98958786
ClC(Cl)C(O)=O,CCCB(O)O,-9.82132517
OCC,ClC(CC(O)=O)C=C,-10.00592114
OCCCCCO,CCN1CCCC1=O,-7.83298538
CCCCCCCCCCCCCCCC,CO[PH](OC)=O,-4.07041998
COC(C)(C)C,COC(OC)C=C(C)CCC=C(C)C,-8.87791041
CCCC=O,FCC(OC)C(F)F,-4.97053722
ICI,OC(C)(C)CCCC(=C)C=C,-8.13505052
CCCC(C)C,O=N(=O)c1cc(ccc1)NC(N)=S,-10.27692961
OCCCl,CC=C(C)Br,-3.84796942
OCCCCCO,FC(F)CC(F)(F)C(F)(F)F,-2.28157466
O,CC(C)C(Cl)Cl,-0.87936633
OCCCCO,CCOC(CC#N)=O,-7.26870182
CCCCCCCCCCCCCCC,FC(C)C(F)(O)C,-3.17429697
